Name,Brand,Price,Old_price,Discount,Category,Model,Gender,Color,Material,Savings,Brand_Price_Diff,Price_bucket,Is_Premium_Brand
Us Polo Assn Singer 5Pr,U.S. Polo Assn.,19990.0,22990.0,13.0,U.S. Polo Assn. кроссовки,SINGER 5PR,Женщины,Белый,кожа,3000.0,0.0,Mid-range,0
Kinetix EspanaInt 5Pr,Kinetix,12990.0,13990.0,0.0,Kinetix кроссовки,ESPANA-INT 5PR,Девочка,Бежевый,Текстиль,1000.0,0.0,Budget,0
Lumberjack Andorex 5Pr,Lumberjack,11990.0,17990.0,33.0,Lumberjack обувь для бега,ANDOREX 5PR,Мальчик,Черный,кожа/Текстиль,6000.0,-2000.0,Budget,0
Kinetix IntHexia5Pr,Kinetix,17990.0,18990.0,0.0,Kinetix кроссовки,INT-HEXIA-5PR,Женщины,Бежевый,кожа,1000.0,5000.0,Mid-range,0
Kinetix Int1125K044 5Pr,Kinetix,7990.0,17990.0,56.0,Kinetix кроссовки,INT1125K044 5PR,Мужчины,Белый,кожа,10000.0,-5000.0,Budget,0
Kinetix Peres Ag F 5Pr,Kinetix,12990.0,13990.0,0.0,Kinetix,PERES AG F 5PR,Мальчик,Синий,кожа,1000.0,0.0,Budget,0
Oxide Int1124K106 5Pr,Oxide,6990.0,15990.0,56.0,Oxide повседневная обувь,INT1124K106 5PR,Мужчины,Черный,кожа,9000.0,-11000.0,Budget,0
Kinetix Int1225K006 5Pr,Kinetix,17990.0,18990.0,0.0,Kinetix кроссовки,INT1225K006 5PR,Женщины,Черный,кожа,1000.0,5000.0,Mid-range,0
Proshot IntCantrax5Pr,PROSHOT,12990.0,13990.0,0.0,PROSHOT кроссовки,INT-CANTRAX-5PR,Мальчик,Черный,кожа,1000.0,0.0,Budget,0
Us Polo Assn Franco Glb 5Pr,U.S. Polo Assn.,6990.0,19990.0,65.0,U.S. Polo Assn. кроссовки,FRANCO GLB 5PR,Мужчины,Белый,кожа,13000.0,-13000.0,Budget,0
Us Polo Assn Juno 5Pr,U.S. Polo Assn.,17990.0,29990.0,40.0,U.S. Polo Assn. кроссовки,JUNO 5PR,Мужчины,Серый,кожа/Текстиль,12000.0,-2000.0,Mid-range,0
Us Polo Assn Juno 5Pr  013,U.S. Polo Assn.,11990.0,29990.0,60.0,U.S. Polo Assn. кроссовки,JUNO 5PR,Женщины,Коричневый,кожа/Текстиль,18000.0,-8000.0,Budget,0
Us Polo Assn Austin Glb 5Pr,U.S. Polo Assn.,7990.0,22990.0,65.0,U.S. Polo Assn. кроссовки,AUSTIN GLB 5PR,Мужчины,Белый,кожа,15000.0,-12000.0,Budget,0
Us Polo Assn Austin Glb 5Pr,U.S. Polo Assn.,7990.0,22990.0,65.0,U.S. Polo Assn. кроссовки,AUSTIN GLB 5PR,Мужчины,Черный,кожа,15000.0,-12000.0,Budget,0
Oxide Int1121K206 5Pr,Oxide,9990.0,19990.0,50.0,Oxide повседневная обувь,INT1121K206 5PR,Мужчины,Черный,кожа,10000.0,-8000.0,Budget,0
Torex Int1124K005 5Pr,Torex,5990.0,14990.0,60.0,Torex кроссовки,INT1124K005 5PR,Мужчины,Белый,кожа,9000.0,-6000.0,Budget,0
Oxide Yde92145 5Pr,Oxide,7990.0,17990.0,56.0,Oxide повседневная обувь,YDE92-145 5PR,Мужчины,Черный,кожа,10000.0,-10000.0,Budget,0
Kinetix Int1125K004 5Pr,Kinetix,9990.0,18990.0,47.0,Kinetix кроссовки,INT1125K004 5PR,Мужчины,Черный,кожа,9000.0,-3000.0,Budget,0
Torex Int1125K020 5Pr,Torex,10990.0,13990.0,21.0,Torex кроссовки,INT1125K020 5PR,Мужчины,Черный,кожа,3000.0,-1000.0,Budget,0
Oxide Int1125K024 5Pr,Oxide,17990.0,18990.0,0.0,Oxide повседневная обувь,INT1125K024 5PR,Мужчины,Черный,кожа,1000.0,0.0,Mid-range,0
Kinetix IntCerro5Pr,Kinetix,11990.0,18990.0,37.0,Kinetix обувь,INT-CERRO-5PR,Мужчины,Серый,Текстиль,7000.0,-1000.0,Budget,0
Proshot IntCantrax5Pr,PROSHOT,12990.0,13990.0,0.0,PROSHOT кроссовки,INT-CANTRAX-5PR,Мужчины,Серый,кожа,1000.0,0.0,Budget,0
Kinetix StormRun Tx 5Pr,Kinetix,19990.0,22990.0,13.0,Kinetix обувь,STORM-RUN TX 5PR,Мужчины,Серый,кожа/Текстиль,3000.0,7000.0,Mid-range,0
Polaris Int1224K106 5Pr,Polaris,14990.0,16990.0,12.0,Polaris кроссовки,INT1224K106 5PR,Женщины,Черный,кожа,2000.0,7000.0,Budget,0
Polaris Int1225K016 5Pr,Polaris,9990.0,12990.0,23.0,Polaris повседневная обувь,INT1225K016 5PR,Женщины,Черный,кожа,3000.0,2000.0,Budget,0
Polaris Int1225K016 5Pr,Polaris,9990.0,12990.0,23.0,Polaris повседневная обувь,INT1225K016 5PR,Женщины,Коричневый,кожа,3000.0,2000.0,Budget,0
Lumberjack Hezonya 5Pr  016,Lumberjack,17990.0,27990.0,36.0,Lumberjack обувь,HEZONYA 5PR,Мужчины,Серый,Текстиль,10000.0,4000.0,Mid-range,0
Us Polo Assn Darcy 5Pr,U.S. Polo Assn.,17990.0,27990.0,36.0,U.S. Polo Assn. обувь,DARCY 5PR,Женщины,Черный,кожа/Текстиль,10000.0,-2000.0,Mid-range,0
Polaris Int1224K106 5Pr,Polaris,14990.0,16990.0,12.0,Polaris кроссовки,INT1224K106 5PR,Женщины,Бежевый,кожа,2000.0,7000.0,Budget,0
Torex Int1225K002 5Pr,Torex,9990.0,12990.0,23.0,Torex кроссовки,INT1225K002 5PR,Женщины,Черный,кожа/Кожа,3000.0,-2000.0,Budget,0
Us Polo Assn George Jr 5Pr,U.S. Polo Assn.,17990.0,19990.0,10.0,U.S. Polo Assn. кроссовки,GEORGE JR 5PR,Девочка,Белый,кожа,2000.0,-2000.0,Mid-range,0
Us Polo Assn Nevada 5Pr,U.S. Polo Assn.,11990.0,24990.0,52.0,U.S. Polo Assn. кроссовки,NEVADA 5PR,Мужчины,Черный,кожа,13000.0,-8000.0,Budget,0
Us Polo Assn Franco Glb 5Pr,U.S. Polo Assn.,6990.0,19990.0,65.0,U.S. Polo Assn. кроссовки,FRANCO GLB 5PR,Мужчины,Черный,кожа,13000.0,-13000.0,Budget,0
Oxide Int1121K164 5Pr,Oxide,19990.0,21990.0,0.0,Oxide повседневная обувь,INT1121K164 5PR,Мужчины,Черный,кожа,2000.0,2000.0,Mid-range,0
Butigo Int1222K101 5Pr,Butigo,12990.0,13990.0,0.0,Butigo кроссовки,INT1222K101 5PR,Женщины,Черный,кожа,1000.0,-1000.0,Budget,0
Proshot IntCasares5Pr,PROSHOT,9990.0,12990.0,23.0,PROSHOT кроссовки,INT-CASARES-5PR,Женщины,Белый,кожа,3000.0,-3000.0,Budget,0
Proshot IntCasares5Pr,PROSHOT,5990.0,12990.0,54.0,PROSHOT кроссовки,INT-CASARES-5PR,Женщины,Черный,кожа,7000.0,-7000.0,Budget,0
Proshot IntCasares5Pr,PROSHOT,5990.0,12990.0,54.0,PROSHOT кроссовки,INT-CASARES-5PR,Мужчины,Черный,кожа,7000.0,-7000.0,Budget,0
Kinetix IntRanda5Pr,Kinetix,12990.0,14990.0,13.0,Kinetix кроссовки,INT-RANDA-5PR,Женщины,Черный,кожа,2000.0,0.0,Budget,0
Kinetix Int1125K134 5Pr,Kinetix,9990.0,19990.0,50.0,Kinetix кроссовки,INT1125K134 5PR,Мужчины,Черный,кожа,10000.0,-3000.0,Budget,0
Us Polo Assn Juno 5Pr,U.S. Polo Assn.,17990.0,29990.0,40.0,U.S. Polo Assn. кроссовки,JUNO 5PR,Мужчины,Черный,кожа/Текстиль,12000.0,-2000.0,Mid-range,0
Lumberjack Pelene 5Pr,Lumberjack,7990.0,22990.0,65.0,Lumberjack обувь,PELENE 5PR,Женщины,Черный,Текстиль,15000.0,-6000.0,Budget,0
Oxide Milas Flg 5Pr,Oxide,19990.0,27990.0,29.0,Oxide повседневная обувь,MILAS FLG 5PR,Мужчины,Черный,Кожа,8000.0,2000.0,Mid-range,0
Dockers Cole 5Pr   Basic,DOCKERS,17990.0,34990.0,49.0,DOCKERS,COLE 5PR,Мужчины,Черный,Кожа,17000.0,-7000.0,Mid-range,0
Kinetix Leona Tf P 5Pr  023,Kinetix,9990.0,11990.0,17.0,Kinetix обувь,LEONA TF P 5PR,Мальчик,Синий,кожа,2000.0,-3000.0,Budget,0
adidas Everyset Trainer,adidas,39990.0,59990.0,33.0,adidas обувь,EVERYSET TRAINER,Мужчины,Синий,Текстиль,20000.0,8000.0,Premium,0
Polaris 607015Z5Pr,Polaris,2990.0,4990.0,40.0,Polaris тапочки,607015.Z5PR,Женщины,Черный,кожа,2000.0,-5000.0,Budget,0
Polaris 605080Z5Pr,Polaris,1990.0,3990.0,50.0,Polaris тапочки,605080.Z5PR,Женщины,Черный,кожа,2000.0,-6000.0,Budget,0
Lumberjack Mb Ct107 Jogger 5Pr,Lumberjack,8990.0,11990.0,25.0,Lumberjack Кальсоны,MB CT107 JOGGER 5PR,Мужчины,Синий,Полиамид,3000.0,-5000.0,Budget,0
Lumberjack Mb Ct107 Jogger 5Pr,Lumberjack,8990.0,11990.0,25.0,Lumberjack Кальсоны,MB CT107 JOGGER 5PR,Мужчины,Черный,Полиамид,3000.0,-5000.0,Budget,0
Reebok Club C Revenge Vintage  005,Reebok,28990.0,45990.0,37.0,Reebok кроссовки,CLUB C REVENGE VINTAGE,Женщины,Белый,Кожа/Текстиль,17000.0,3400.0,Mid-range,1
Lumberjack Mb Ct121 Tpant 5Pr,Lumberjack,8990.0,11990.0,25.0,Lumberjack Кальсоны,MB CT121 T.PANT 5PR,Мужчины,Синий,Полиамид,3000.0,-5000.0,Budget,0
Reebok Lux Pant  026,Reebok,15990.0,24990.0,36.0,Reebok Кальсоны,LUX PANT,Женщины,Серый,Полиамид,9000.0,-9600.0,Mid-range,1
Reebok Tero Vest,Reebok,34990.0,59990.0,42.0,Reebok Верхняя Одежда,TERO VEST,Мужчины,Черный,Полиэстер,25000.0,9400.0,Premium,1
Torex Mount 5Fx,Torex,11990.0,19990.0,40.0,Torex кроссовки,MOUNT 5FX,Мужчины,Черный,Текстиль,8000.0,0.0,Budget,0
Reebok Athlete Hype Jacket,Reebok,16990.0,39990.0,58.0,Reebok Верхняя Одежда,ATHLETE HYPE JACKET,Мужчины,Черный,Полиамид,23000.0,-8600.0,Mid-range,1
Oxide 2251 Nu 5Fx,Oxide,19990.0,29990.0,33.0,Oxide обувь,2251 NU 5FX,Мужчины,Зеленый,Кожа,10000.0,2000.0,Mid-range,0
Polaris Temarg5Fx,Polaris,4990.0,5990.0,17.0,Polaris сандалии,TEMAR.G5FX,Мальчик,Черный,Синтетика,1000.0,-3000.0,Budget,0
Oxide 2251 5Fx,Oxide,17990.0,29990.0,40.0,Oxide обувь,2251 5FX,Мужчины,Черный,Кожа,12000.0,0.0,Mid-range,0
Reebok Reebok Court Retro,Reebok,29990.0,34990.0,14.0,Reebok кроссовки,REEBOK COURT RETRO,Женщины,Оранжевый,кожа/Кожа,5000.0,4400.0,Mid-range,1
Reebok Bb 4000 Ii,Reebok,27990.0,49990.0,44.0,Reebok Баскетбольная Обувь,BB 4000 II,Унисекс,Черный,кожа/Кожа,22000.0,2400.0,Mid-range,1
Reebok Athlete Pant  008,Reebok,17990.0,29990.0,40.0,Reebok Кальсоны,ATHLETE PANT,Мужчины,Синий,Полиамид,12000.0,-7600.0,Mid-range,1
Reebok Cl F Fr Trackpant  023,Reebok,19990.0,32990.0,39.0,Reebok Кальсоны,CL F FR TRACKPANT,Мужчины,Синий,Полиэстер,13000.0,-5600.0,Mid-range,1
Reebok Cl F Fr Trackpant,Reebok,19990.0,32990.0,39.0,Reebok Кальсоны,CL F FR TRACKPANT,Мужчины,Фиолетовый,Полиэстер,13000.0,-5600.0,Mid-range,1
Reebok R0353 Core Lowcut,Reebok,3990.0,4990.0,20.0,Reebok носки,R0353 Core LowCut,Унисекс,Черный,Текстиль,1000.0,-21600.0,Budget,1
Reebok Vector Track Pant  004,Reebok,15990.0,27990.0,43.0,Reebok Кальсоны,VECTOR TRACK PANT,Женщины,Зеленый,Полиэстер,12000.0,-9600.0,Mid-range,1
Polaris Temarg5Fx,Polaris,4990.0,5990.0,17.0,Polaris сандалии,TEMAR.G5FX,Мальчик,Синий,Синтетика,1000.0,-3000.0,Budget,0
Reebok Activ Coll Tee  Ss,Reebok,7990.0,18990.0,58.0,Reebok футболка,ACTIV COLL TEE - SS,Мужчины,Бежевый,Полиамид,11000.0,-17600.0,Budget,1
Reebok Ers Perform Short Sleeve,Reebok,21490.0,29990.0,28.0,Reebok футболка,ERS PERFORM SHORT SLEEVE,Мужчины,Черный,Полиамид,8500.0,-4100.0,Mid-range,1
Kinetix Int1225Y093 5Fx,Kinetix,14990.0,15990.0,0.0,Kinetix сандалии,INT1225Y093 5FX,Женщины,Черный,Текстиль,1000.0,2000.0,Budget,0
Kinetix Int1225Y093 5Fx,Kinetix,14990.0,15990.0,0.0,Kinetix сандалии,INT1225Y093 5FX,Женщины,Фиолетовый,Текстиль,1000.0,2000.0,Budget,0
Travel Soft Int1224Y103 5Fx  005,Travel Soft,8990.0,15990.0,44.0,Travel Soft сандалии,INT1224Y103 5FX,Женщины,Белый,кожа,7000.0,-4000.0,Budget,0
Polaris 406108M5Fx,Polaris,9990.0,11990.0,17.0,Polaris,406108.M5FX,Мужчины,Черный,кожа,2000.0,2000.0,Budget,0
adidas M 3S Ft Sho,adidas,10990.0,22990.0,52.0,adidas шорты,M 3S FT SHO,Мужчины,Зеленый,Полиамид,12000.0,-21000.0,Budget,0
Kinetix GuardInt 5Fx,Kinetix,9990.0,10990.0,0.0,Kinetix сандалии,GUARD-INT 5FX,Мальчик,Черный,кожа/Текстиль,1000.0,-3000.0,Budget,0
Kinetix LydiagInt 5Fx,Kinetix,7990.0,12990.0,38.0,Kinetix сандалии,LYDIA.G-INT 5FX,Девочка,Черный,кожа,5000.0,-5000.0,Budget,0
Reebok Reebok Court Advance Clip,Reebok,26990.0,34990.0,23.0,Reebok кроссовки,REEBOK COURT ADVANCE CLIP,Женщины,Белый,Текстиль,8000.0,1400.0,Mid-range,1
Frozen WhitneyInt 5Fx,Frozen,12990.0,13990.0,0.0,Frozen сандалии,WHITNEY-INT 5FX,Девочка,Розовый,кожа,1000.0,8000.0,Budget,0
adidas Galaxy 7 M,adidas,29990.0,36990.0,19.0,adidas обувь для бега,GALAXY 7 M,Мужчины,Синий,Текстиль,7000.0,-2000.0,Mid-range,0
adidas Litecourt,adidas,26990.0,44990.0,40.0,adidas кроссовки,LITECOURT,Мужчины,Белый,кожа,18000.0,-5000.0,Mid-range,0
Us Polo Assn Andrei 5Fx,U.S. Polo Assn.,19990.0,24990.0,20.0,U.S. Polo Assn. кроссовки,ANDREI 5FX,Мужчины,Белый,кожа,5000.0,0.0,Mid-range,0
Us Polo Assn Melom Glb 5Fx,U.S. Polo Assn.,7990.0,9990.0,20.0,U.S. Polo Assn. сандалии,MELOM GLB 5FX,Женщины,Белый,Синтетика,2000.0,-12000.0,Budget,0
Kinetix Putito 5Fx,Kinetix,19990.0,21990.0,0.0,Kinetix кроссовки,PUTITO 5FX,Женщины,Белый,Текстиль,2000.0,7000.0,Mid-range,0
Kinetix Int1125Y068 5Fx,Kinetix,7990.0,8990.0,11.0,Kinetix сандалии,INT1125Y068 5FX,Мужчины,Серый,кожа,1000.0,-5000.0,Budget,0
Kinetix Int1124Y069 5Fx,Kinetix,3990.0,6990.0,43.0,Kinetix сандалии,INT1124Y069 5FX,Мужчины,Черный,кожа,3000.0,-9000.0,Budget,0
adidas Duramo Sl2 W,adidas,24990.0,39990.0,38.0,adidas обувь,DURAMO SL2 W,Женщины,Фиолетовый,Текстиль,15000.0,-7000.0,Mid-range,0
Oxide Ruling 5Fx,Oxide,24990.0,29990.0,17.0,Oxide обувь,RULING 5FX,Мужчины,Синий,Кожа,5000.0,7000.0,Mid-range,0
Kinetix Lervi Tx W 5Fx  003,Kinetix,14990.0,15990.0,0.0,Kinetix сандалии,LERVI TX W 5FX,Женщины,Коричневый,Текстиль,1000.0,2000.0,Budget,0
Polaris Int1125Y076 5Fx,Polaris,12990.0,13990.0,0.0,Polaris сандалии,INT1125Y076 5FX,Мужчины,Коричневый,кожа,1000.0,5000.0,Budget,0
Reebok Reebok Lite 4,Reebok,29990.0,33990.0,12.0,Reebok обувь,REEBOK LITE 4,Женщины,Белый,Текстиль,4000.0,4400.0,Mid-range,1
Reebok Reebok Road Prime,Reebok,19990.0,44990.0,56.0,Reebok кроссовки,REEBOK ROAD PRIME,Унисекс,Серый,кожа/Текстиль,25000.0,-5600.0,Mid-range,1
adidas Duramo Sl2 M,adidas,24990.0,39990.0,38.0,adidas обувь,DURAMO SL2 M,Мужчины,Черный,Текстиль,15000.0,-7000.0,Mid-range,0
adidas Vl Court Bold  010,adidas,34990.0,44990.0,22.0,adidas кроссовки,VL COURT BOLD,Женщины,Кремовый,кожа,10000.0,3000.0,Premium,0
Reebok Burnout Muscle Tank,Reebok,4990.0,9999.0,50.0,Reebok футболка,BURNOUT MUSCLE TANK,Женщины,Черный,Полиамид,5009.0,-20600.0,Budget,1
Lumberjack Sonne 5Fx  003,Lumberjack,19990.0,29990.0,33.0,Lumberjack обувь,SONNE 5FX,Мужчины,Бежевый,Текстиль,10000.0,6000.0,Mid-range,0
Reebok Monac Tee,Reebok,7990.0,17990.0,56.0,Reebok футболка,MONAC TEE,Мужчины,Белый,Полиэстер,10000.0,-17600.0,Budget,1
Reebok Finda Polo Tee  014,Reebok,19990.0,24990.0,20.0,Reebok футболка,FINDA POLO TEE,Мужчины,Синий,Полиамид,5000.0,-5600.0,Mid-range,1
Reebok Gena Tee,Reebok,9990.0,17990.0,44.0,Reebok футболка,GENA TEE,Женщины,Бежевый,Полиамид,8000.0,-15600.0,Budget,1
Kinetix Fresh Run Tx 5Fx,Kinetix,19990.0,24990.0,20.0,Kinetix обувь,FRESH RUN TX 5FX,Мужчины,Белый,Текстиль,5000.0,7000.0,Mid-range,0
Lumberjack Jone 5Fx,Lumberjack,19990.0,29990.0,33.0,Lumberjack обувь,JONE 5FX,Женщины,Белый,Текстиль,10000.0,6000.0,Mid-range,0
Lumberjack Dientes 5Fx  016,Lumberjack,14990.0,32990.0,55.0,Lumberjack обувь,DIENTES 5FX,Мужчины,Серый,Текстиль,18000.0,1000.0,Budget,0
Lumberjack Canvas 5Fx,Lumberjack,29990.0,32990.0,0.0,Lumberjack обувь,CANVAS 5FX,Женщины,Черный,Текстиль,3000.0,16000.0,Mid-range,0
Lumberjack Canvas 5Fx  008,Lumberjack,29990.0,32990.0,0.0,Lumberjack обувь,CANVAS 5FX,Женщины,Фиолетовый,Текстиль,3000.0,16000.0,Mid-range,0
Kinetix Int1124Y112 5Fx,Kinetix,9990.0,11990.0,17.0,Kinetix сандалии,INT1124Y112 5FX,Мужчины,Черный,кожа,2000.0,-3000.0,Budget,0
Kinetix Sloter Tx 5Fx  016,Kinetix,19990.0,22990.0,13.0,Kinetix обувь,SLOTER TX 5FX,Мужчины,Серый,Полиамид,3000.0,7000.0,Mid-range,0
Kinetix Tramor Tx 5Fx,Kinetix,17990.0,19990.0,10.0,Kinetix кроссовки,TRAMOR TX 5FX,Мужчины,Синий,Текстиль,2000.0,5000.0,Mid-range,0
Us Polo Assn Exchange Glb 5Fx,U.S. Polo Assn.,19990.0,29990.0,33.0,U.S. Polo Assn. обувь,EXCHANGE GLB 5FX,Мужчины,Черный,Текстиль,10000.0,0.0,Mid-range,0
Lumberjack Marina 5Fx,Lumberjack,29990.0,32990.0,0.0,Lumberjack обувь,MARINA 5FX,Мужчины,Белый,Текстиль,3000.0,16000.0,Mid-range,0
Kinetix Fresh Run Tx 5Fx,Kinetix,13990.0,24990.0,44.0,Kinetix обувь,FRESH RUN TX 5FX,Мальчик,Черный,Текстиль,11000.0,1000.0,Budget,0
Kinetix IntGola5Fx,Kinetix,19990.0,21990.0,0.0,Kinetix обувь,INT-GOLA-5FX,Мужчины,Черный,Текстиль,2000.0,7000.0,Mid-range,0
Reebok Icon Elements Short,Reebok,10990.0,22990.0,52.0,Reebok шорты,ICON ELEMENTS SHORT,Мужчины,Черный,Полиамид,12000.0,-14600.0,Budget,1
Lumberjack More 5Fx,Lumberjack,19990.0,22990.0,13.0,Lumberjack обувь,MORE 5FX,Мужчины,Белый,Текстиль,3000.0,6000.0,Mid-range,0
Us Polo Assn Exchange Glb 5Fx,U.S. Polo Assn.,19990.0,29990.0,33.0,U.S. Polo Assn. обувь,EXCHANGE GLB 5FX,Мужчины,Белый,Текстиль,10000.0,0.0,Mid-range,0
Lumberjack Jumbo 5Fx,Lumberjack,8990.0,18990.0,53.0,Lumberjack,JUMBO 5FX,Мужчины,Черный,Текстиль,10000.0,-5000.0,Budget,0
Lumberjack Mochi 5Fx,Lumberjack,17990.0,29990.0,40.0,Lumberjack обувь,MOCHI 5FX,Женщины,Черный,Текстиль,12000.0,4000.0,Mid-range,0
Lumberjack Frazer 5Fx,Lumberjack,15990.0,32990.0,52.0,Lumberjack обувь,FRAZER 5FX,Мужчины,Черный,Текстиль,17000.0,2000.0,Mid-range,0
Lumberjack Mb Ct110 Pm C Nk TSh 5Fx,Lumberjack,6490.0,6990.0,0.0,Lumberjack футболка,MB CT110 PM C NK T-SH 5FX,Мужчины,Бежевый,Полиамид,500.0,-7500.0,Budget,0
Proshot IntKalerin5Fx,PROSHOT,14990.0,16990.0,12.0,PROSHOT кроссовки,INT-KALERIN-5FX,Мужчины,Черный,кожа/Текстиль,2000.0,2000.0,Budget,0
Kinetix IntMita5Fx,Kinetix,14990.0,15990.0,0.0,Kinetix кроссовки,INT-MITA-5FX,Мужчины,Черный,Текстиль,1000.0,2000.0,Budget,0
Lumberjack Maylo 5Fx,Lumberjack,17990.0,22990.0,22.0,Lumberjack обувь,MAYLO 5FX,Женщины,Белый,Текстиль,5000.0,4000.0,Mid-range,0
Lumberjack Maylo 5Fx,Lumberjack,17990.0,22990.0,22.0,Lumberjack обувь,MAYLO 5FX,Женщины,Черный,Текстиль,5000.0,4000.0,Mid-range,0
Us Polo Assn Gary Glb 5Fx,U.S. Polo Assn.,17990.0,24990.0,28.0,U.S. Polo Assn. кроссовки,GARY GLB 5FX,Мужчины,Белый,Текстиль,7000.0,-2000.0,Mid-range,0
Kinetix IntSolaro5Fx,Kinetix,17990.0,19990.0,10.0,Kinetix обувь,INT-SOLARO-5FX,Мужчины,Синий,Полиамид,2000.0,5000.0,Mid-range,0
Reebok Club C 85 Vintage  005,Reebok,30990.0,44990.0,31.0,Reebok кроссовки,CLUB C 85 VINTAGE,Женщины,Белый,кожа/Кожа,14000.0,5400.0,Premium,1
Reebok Reebok Court Advance Surg  004,Reebok,34990.0,44990.0,22.0,Reebok кроссовки,REEBOK COURT ADVANCE SURG,Женщины,Розовый,Другие,10000.0,9400.0,Premium,1
Reebok Engine A,Reebok,59990.0,67990.0,12.0,Reebok Баскетбольная Обувь,ENGINE A,Унисекс,Черный,Другие,8000.0,34400.0,Luxury,1
Reebok Club C Grounds Uk,Reebok,23990.0,44990.0,47.0,Reebok кроссовки,CLUB C GROUNDS UK,Женщины,Розовый,кожа/Кожа,21000.0,-1600.0,Mid-range,1
Reebok Club C Grounds Uk  008,Reebok,34990.0,44990.0,22.0,Reebok кроссовки,CLUB C GROUNDS UK,Женщины,Синий,LEATHER SUEDE/PU,10000.0,9400.0,Premium,1
Reebok Rbk Premier Trinity,Reebok,34990.0,66990.0,48.0,Reebok кроссовки,RBK PREMIER TRINITY,Унисекс,Бежевый,Текстиль,32000.0,9400.0,Premium,1
Reebok Rbk Fulgere Slide  005,Reebok,11990.0,15990.0,25.0,Reebok сандалии,RBK FULGERE SLIDE,Унисекс,Белый,Другие,4000.0,-13600.0,Budget,1
adidas Galaxy 7  008,adidas,21990.0,36990.0,41.0,adidas обувь,GALAXY 7,Мужчины,Синий,Текстиль,15000.0,-10000.0,Mid-range,0
adidas Tensaur Run 30 J,adidas,22990.0,29990.0,23.0,adidas обувь для бега,Tensaur Run 3.0 J,Женщины,Черный,Текстиль,7000.0,-9000.0,Mid-range,0
Kinetix Delfin 5Fx  035,Kinetix,9990.0,14990.0,33.0,Kinetix кроссовки,DELFIN 5FX,Мужчины,Серый,Текстиль,5000.0,-3000.0,Budget,0
Butigo Int1225Y014 5Fx,Butigo,19990.0,21990.0,0.0,Butigo кроссовки,INT1225Y014 5FX,Женщины,Бежевый,Кожа/Текстиль,2000.0,6000.0,Mid-range,0
Torex Int1125Y108 5Fx,Torex,9990.0,10990.0,0.0,Torex кроссовки,INT1125Y108 5FX,Мужчины,Черный,Текстиль,1000.0,-2000.0,Budget,0
Reebok Katsuya,Reebok,19990.0,27990.0,29.0,Reebok обувь,KATSUYA+,Мужчины,Черный,Текстиль,8000.0,-5600.0,Mid-range,1
Proshot IntAdes5Fx,PROSHOT,12990.0,13990.0,0.0,PROSHOT кроссовки,INT-ADES-5FX,Женщины,Черный,кожа/Текстиль,1000.0,0.0,Budget,0
Proshot IntUlvila5Fx,PROSHOT,9990.0,14990.0,33.0,PROSHOT кроссовки,INT-ULVILA-5FX,Мужчины,Серый,Полиамид,5000.0,-3000.0,Budget,0
Polaris Int1225Y061 5Fx  019,Polaris,17990.0,21990.0,18.0,Polaris повседневная обувь,INT1225Y061 5FX,Женщины,Розовый,Кожа,4000.0,10000.0,Mid-range,0
Torex Int1125Y108 5Fx,Torex,9990.0,10990.0,0.0,Torex кроссовки,INT1125Y108 5FX,Мужчины,Серый,Текстиль,1000.0,-2000.0,Budget,0
Torex Int1122Y018 5Fx,Torex,9990.0,11990.0,17.0,Torex кроссовки,INT1122Y018 5FX,Мужчины,Синий,Текстиль,2000.0,-2000.0,Budget,0
Kinetix Frog G 5Fx,Kinetix,4990.0,5990.0,17.0,Kinetix сандалии,FROG G 5FX,Мальчик,Черный,Синтетика,1000.0,-8000.0,Budget,0
Polaris Emiysep5Fx,Polaris,8990.0,13990.0,36.0,Polaris повседневная обувь,EMIYSE.P5FX,Девочка,Розовый,кожа/Текстиль,5000.0,1000.0,Budget,0
Polaris 158680Z5Fx,Polaris,9990.0,10990.0,0.0,Polaris тапочки,158680.Z5FX,Женщины,Красный,кожа,1000.0,2000.0,Budget,0
Kinetix Roth 5Fx,Kinetix,14990.0,21990.0,32.0,Kinetix кроссовки,ROTH 5FX,Мужчины,Белый,кожа/Текстиль,7000.0,2000.0,Budget,0
Spiderman Cliveb5Fx  023,Spiderman,4990.0,6990.0,29.0,Spiderman сандалии,CLIVE.B5FX,Мальчик,Синий,Синтетика,2000.0,-4500.0,Budget,0
I Cool Gunner F 5Fx,I Cool,9990.0,10990.0,0.0,I Cool повседневная обувь,GUNNER F 5FX,Мальчик,Синий,Текстиль,1000.0,1000.0,Budget,0
Kinetix Paleros 5Fx,Kinetix,19990.0,21990.0,0.0,Kinetix кроссовки,PALEROS 5FX,Женщины,Белый,Текстиль,2000.0,7000.0,Mid-range,0
Kinetix Missori 5Fx,Kinetix,9990.0,13990.0,29.0,Kinetix сандалии,MISSORI 5FX,Женщины,Белый,кожа,4000.0,-3000.0,Budget,0
Avengers Captainp5Fx  023,Avengers,4990.0,6990.0,29.0,Avengers сандалии,CAPTAIN.P5FX,Мальчик,Синий,Синтетика,2000.0,0.0,Budget,0
adidas XPlrpath,adidas,29990.0,36990.0,19.0,adidas обувь для бега,X_PLRPATH,Женщины,Черный,Текстиль,7000.0,-2000.0,Mid-range,0
